,zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target,type,interaction_wealth_income,income_to_home_ratio,wealth_to_home_ratio,gift_to_income_ratio,average_gift_size_to_largest_gift_ratio,total_gifts_to_number_of_promotions,homeowner_children,zip_gender,time_since_last_gift_bucket
526,No,No,Yes,No,No,1,1,No,8,319,232,267,32,30,87.0,15.0,9.0,31,5,7.909090909,Donor,train,8,0.003134796238244514,0.025078369905956112,87.0,0.5272727272666666,2.9,No_1,No_No_Yes_No_No,24+
527,No,Yes,No,No,No,1,4,Yes,8,852,504,533,6,56,183.0,30.0,25.0,37,8,18.3,No Donor,dev,32,0.004694835680751174,0.009389671361502348,45.75,0.61,3.267857142857143,No_1,No_Yes_No_No_Yes,24+
528,Yes,No,No,No,No,1,3,No,8,825,313,340,29,17,25.0,25.0,25.0,37,5,25.0,No Donor,train,24,0.0036363636363636364,0.009696969696969697,8.333333333333334,1.0,1.4705882352941178,No_1,Yes_No_No_No_No,24+
529,No,No,No,Yes,No,1,3,No,8,911,330,413,5,43,38.0,5.0,5.0,30,8,3.166666667,No Donor,train,24,0.003293084522502744,0.008781558726673985,12.666666666666666,0.6333333334,0.8837209302325582,No_1,No_No_No_Yes_No,24+
530,No,No,No,Yes,Yes,1,4,Yes,8,548,197,244,22,64,81.0,7.0,5.0,28,1,4.5,Donor,dev,32,0.0072992700729927005,0.014598540145985401,20.25,0.6428571428571429,1.265625,Yes_1,No_No_No_Yes_Yes,24+
531,No,No,Yes,No,No,1,2,No,2,432,239,300,25,36,64.0,5.0,4.0,34,3,4.266666667,Donor,dev,4,0.004629629629629629,0.004629629629629629,32.0,0.8533333334,1.7777777777777777,No_1,No_No_Yes_No_No,24+
532,No,No,Yes,No,Yes,1,5,Yes,8,293,212,265,31,40,47.0,15.0,15.0,37,5,9.4,Donor,train,40,0.017064846416382253,0.027303754266211604,9.4,0.6266666666666667,1.175,Yes_1,No_No_Yes_No_Yes,24+
533,No,No,Yes,No,Yes,1,4,Yes,8,595,359,407,11,61,73.0,10.0,5.0,29,8,5.615384615,No Donor,train,32,0.0067226890756302525,0.013445378151260505,18.25,0.5615384615,1.1967213114754098,Yes_1,No_No_Yes_No_Yes,24+
534,No,Yes,No,No,Yes,1,5,No,7,492,427,447,6,51,165.0,25.0,25.0,37,0,23.57142857,No Donor,train,35,0.01016260162601626,0.014227642276422764,33.0,0.9428571427999999,3.235294117647059,Yes_1,No_Yes_No_No_No,24+
535,Yes,No,No,No,Yes,1,5,No,8,877,454,482,5,16,20.0,20.0,20.0,37,5,20.0,Donor,dev,40,0.005701254275940707,0.009122006841505131,4.0,1.0,1.25,Yes_1,Yes_No_No_No_No,24+
536,No,No,No,Yes,Yes,1,4,No,8,3002,552,627,3,68,118.0,10.0,5.0,28,4,6.210526316,No Donor,train,32,0.0013324450366422385,0.002664890073284477,29.5,0.6210526316,1.7352941176470589,Yes_1,No_No_No_Yes_No,24+
537,No,No,No,Yes,No,1,4,Yes,4,3321,434,536,10,66,85.0,20.0,20.0,37,10,9.444444444,Donor,dev,16,0.0012044564890093346,0.0012044564890093346,21.25,0.4722222222,1.2878787878787878,No_1,No_No_No_Yes_Yes,24+
538,No,No,Yes,No,Yes,1,4,No,8,668,243,291,36,53,141.0,20.0,15.0,34,3,15.66666667,Donor,train,32,0.005988023952095809,0.011976047904191617,35.25,0.7833333335,2.660377358490566,Yes_1,No_No_Yes_No_No,24+
539,No,No,No,Yes,Yes,1,5,Yes,5,1219,244,280,31,58,225.0,15.0,15.0,31,3,7.75862069,Donor,train,25,0.004101722723543888,0.004101722723543888,45.0,0.5172413793333334,3.8793103448275863,Yes_1,No_No_No_Yes_Yes,24+
540,No,No,Yes,No,No,1,3,Yes,8,493,310,345,10,44,62.0,15.0,15.0,32,9,10.33333333,No Donor,train,24,0.006085192697768763,0.016227180527383367,20.666666666666668,0.6888888886666666,1.4090909090909092,No_1,No_No_Yes_No_Yes,24+
541,No,No,No,Yes,Yes,1,4,No,6,2080,525,533,4,58,122.0,12.0,8.0,28,8,7.176470588,No Donor,train,24,0.0019230769230769232,0.0028846153846153848,30.5,0.5980392156666666,2.103448275862069,Yes_1,No_No_No_Yes_No,24+
542,Yes,No,No,No,Yes,1,3,Yes,0,529,256,269,24,56,110.0,21.0,10.0,28,8,12.22222222,Donor,dev,0,0.005671077504725898,0.0,36.666666666666664,0.582010581904762,1.9642857142857142,Yes_1,Yes_No_No_No_Yes,24+
543,No,No,Yes,No,No,1,2,Yes,8,690,364,438,3,31,110.0,16.0,16.0,29,5,13.75,No Donor,dev,16,0.002898550724637681,0.011594202898550725,55.0,0.859375,3.5483870967741935,No_1,No_No_Yes_No_Yes,24+
544,Yes,No,No,No,Yes,1,7,Yes,8,1633,610,741,5,34,50.0,20.0,20.0,30,3,10.0,No Donor,dev,56,0.004286589099816289,0.004898958971218616,7.142857142857143,0.5,1.4705882352941178,Yes_1,Yes_No_No_No_Yes,24+
545,No,Yes,No,No,No,1,2,No,8,304,170,273,41,46,57.0,7.0,5.0,36,1,4.75,No Donor,train,16,0.006578947368421052,0.02631578947368421,28.5,0.6785714285714286,1.2391304347826086,No_1,No_Yes_No_No_No,24+
546,Yes,No,No,No,No,1,7,No,8,1628,695,774,2,15,20.0,20.0,20.0,37,5,20.0,Donor,dev,56,0.0042997542997543,0.004914004914004914,2.857142857142857,1.0,1.3333333333333333,No_1,Yes_No_No_No_No,24+
547,No,No,Yes,No,No,1,5,No,8,857,334,398,20,25,33.0,7.0,7.0,29,3,5.5,Donor,dev,40,0.005834305717619603,0.009334889148191364,6.6,0.7857142857142857,1.32,No_1,No_No_Yes_No_No,24+
548,No,No,No,Yes,Yes,1,6,Yes,9,5359,1109,1051,1,54,246.0,100.0,50.0,37,10,30.75,Donor,dev,54,0.0011196118678857996,0.0016794178018286995,41.0,0.3075,4.555555555555555,Yes_1,No_No_No_Yes_Yes,24+
549,No,No,No,Yes,Yes,1,4,Yes,8,2847,494,551,2,21,30.0,20.0,20.0,34,3,15.0,No Donor,train,32,0.0014049877063575693,0.0028099754127151387,7.5,0.75,1.4285714285714286,Yes_1,No_No_No_Yes_Yes,24+
550,No,No,Yes,No,Yes,1,5,Yes,8,1501,419,538,9,48,54.0,15.0,15.0,30,7,9.0,Donor,dev,40,0.0033311125916055963,0.005329780146568954,10.8,0.6,1.125,Yes_1,No_No_Yes_No_Yes,24+
551,No,Yes,No,No,Yes,1,2,Yes,8,723,494,511,17,30,41.0,7.0,3.0,31,7,3.727272727,Donor,train,16,0.0027662517289073307,0.011065006915629323,20.5,0.5324675324285714,1.3666666666666667,Yes_1,No_Yes_No_No_Yes,24+
552,Yes,No,No,No,No,1,4,No,8,1016,415,448,9,27,55.0,20.0,15.0,30,5,13.75,No Donor,train,32,0.003937007874015748,0.007874015748031496,13.75,0.6875,2.037037037037037,No_1,Yes_No_No_No_No,24+
553,No,No,No,Yes,Yes,1,4,Yes,8,3510,622,633,4,22,25.0,15.0,15.0,34,3,12.5,No Donor,train,32,0.0011396011396011395,0.002279202279202279,6.25,0.8333333333333334,1.1363636363636365,Yes_1,No_No_No_Yes_Yes,24+
554,No,No,No,Yes,No,1,2,Yes,1,1038,254,304,33,58,101.0,10.0,6.0,33,4,5.611111111,Donor,train,2,0.0019267822736030828,0.0009633911368015414,50.5,0.5611111111,1.7413793103448276,No_1,No_No_No_Yes_Yes,24+
555,Yes,No,No,No,Yes,1,4,Yes,8,886,453,505,5,87,608.0,25.0,20.0,29,7,13.51111111,Donor,train,32,0.004514672686230248,0.009029345372460496,152.0,0.5404444444,6.988505747126437,Yes_1,Yes_No_No_No_Yes,24+
556,No,No,No,Yes,Yes,1,6,No,5,1771,435,532,3,61,104.5,12.0,10.0,36,13,8.708333333,No Donor,dev,30,0.0033879164313946925,0.00282326369282891,17.416666666666668,0.7256944444166668,1.7131147540983607,Yes_1,No_No_No_Yes_No,24+
557,Yes,No,No,No,Yes,1,3,Yes,8,572,236,265,20,35,30.0,5.0,5.0,31,8,4.285714286,Donor,train,24,0.005244755244755245,0.013986013986013986,10.0,0.8571428572,0.8571428571428571,Yes_1,Yes_No_No_No_Yes,24+
558,No,No,No,Yes,Yes,1,2,Yes,7,1732,394,447,7,35,64.0,15.0,15.0,35,7,10.66666667,Donor,train,14,0.0011547344110854503,0.0040415704387990765,32.0,0.7111111113333333,1.8285714285714285,Yes_1,No_No_No_Yes_Yes,24+
559,No,No,No,Yes,Yes,1,5,Yes,3,1318,289,282,22,55,103.0,15.0,10.0,29,21,6.058823529,No Donor,dev,15,0.0037936267071320183,0.002276176024279211,20.6,0.4039215686,1.8727272727272728,Yes_1,No_No_No_Yes_Yes,24+
560,Yes,No,No,No,No,1,5,Yes,8,661,363,372,15,35,65.0,7.0,7.0,32,6,5.0,No Donor,train,40,0.007564296520423601,0.012102874432677761,13.0,0.7142857142857143,1.8571428571428572,No_1,Yes_No_No_No_Yes,24+
561,No,No,No,Yes,No,1,2,Yes,8,687,213,283,24,28,40.0,5.0,5.0,31,2,4.444444444,No Donor,train,16,0.002911208151382824,0.011644832605531296,20.0,0.8888888888,1.4285714285714286,No_1,No_No_No_Yes_Yes,24+
562,Yes,No,No,No,Yes,1,4,Yes,8,1096,436,456,8,26,45.0,20.0,20.0,31,5,15.0,No Donor,train,32,0.0036496350364963502,0.0072992700729927005,11.25,0.75,1.7307692307692308,Yes_1,Yes_No_No_No_Yes,24+
563,No,No,No,Yes,Yes,1,2,Yes,2,985,292,327,18,51,110.0,26.0,23.0,28,8,15.71428571,No Donor,train,4,0.0020304568527918783,0.0020304568527918783,55.0,0.6043956042307692,2.156862745098039,Yes_1,No_No_No_Yes_Yes,24+
564,No,No,Yes,No,Yes,1,2,Yes,1,369,165,216,46,90,206.0,10.0,10.0,17,13,7.62962963,Donor,train,2,0.005420054200542005,0.0027100271002710027,103.0,0.762962963,2.2888888888888888,Yes_1,No_No_Yes_No_Yes,13-24
565,Yes,No,No,No,Yes,1,4,Yes,8,753,258,326,20,30,43.0,12.0,10.0,33,10,10.75,Donor,dev,32,0.005312084993359893,0.010624169986719787,10.75,0.8958333333333334,1.4333333333333333,Yes_1,Yes_No_No_No_Yes,24+
566,No,Yes,No,No,Yes,1,2,Yes,8,429,295,347,15,41,52.0,20.0,20.0,29,14,10.4,No Donor,train,16,0.004662004662004662,0.018648018648018648,26.0,0.52,1.2682926829268293,Yes_1,No_Yes_No_No_Yes,24+
567,No,No,Yes,No,Yes,1,3,Yes,1,437,250,302,24,70,510.0,50.0,50.0,33,3,22.17391304,No Donor,train,3,0.006864988558352402,0.002288329519450801,170.0,0.44347826079999997,7.285714285714286,Yes_1,No_No_Yes_No_Yes,24+
568,No,Yes,No,No,Yes,1,4,No,8,363,308,311,21,30,73.0,20.0,7.0,35,2,8.111111111,Donor,train,32,0.011019283746556474,0.02203856749311295,18.25,0.40555555555,2.433333333333333,Yes_1,No_Yes_No_No_No,24+
569,Yes,No,No,No,Yes,1,5,No,6,688,295,347,15,55,92.0,25.0,25.0,21,19,13.14285714,Donor,train,30,0.007267441860465116,0.00872093023255814,18.4,0.5257142856,1.6727272727272726,Yes_1,Yes_No_No_No_No,13-24
570,No,No,No,Yes,Yes,1,7,No,8,2044,585,635,0,108,227.0,15.0,15.0,17,5,6.878787879,No Donor,train,56,0.003424657534246575,0.003913894324853229,32.42857142857143,0.4585858586,2.1018518518518516,Yes_1,No_No_No_Yes_No,13-24
571,No,Yes,No,No,Yes,1,4,Yes,5,719,376,414,13,69,114.0,7.0,5.0,33,3,5.181818182,No Donor,train,20,0.005563282336578581,0.006954102920723227,28.5,0.7402597402857143,1.6521739130434783,Yes_1,No_Yes_No_No_Yes,24+
572,No,No,No,Yes,No,1,1,Yes,3,1218,127,212,53,36,51.0,20.0,20.0,37,12,12.75,No Donor,train,3,0.0008210180623973727,0.0024630541871921183,51.0,0.6375,1.4166666666666667,No_1,No_No_No_Yes_Yes,24+
573,Yes,No,No,No,Yes,1,4,No,4,524,273,348,18,81,177.0,17.0,8.0,31,4,6.555555556,Donor,train,16,0.007633587786259542,0.007633587786259542,44.25,0.3856209150588235,2.185185185185185,Yes_1,Yes_No_No_No_No,24+
574,No,No,No,Yes,Yes,1,6,Yes,5,1851,421,490,5,68,98.0,8.0,4.0,31,8,4.666666667,No Donor,train,30,0.0032414910858995136,0.002701242571582928,16.333333333333332,0.583333333375,1.4411764705882353,Yes_1,No_No_No_Yes_Yes,24+
575,No,No,No,Yes,Yes,1,1,Yes,0,707,168,279,48,91,511.0,22.0,13.0,31,6,9.462962963,Donor,train,0,0.0014144271570014145,0.0,511.0,0.4301346801363637,5.615384615384615,Yes_1,No_No_No_Yes_Yes,24+
576,No,No,Yes,No,Yes,1,4,Yes,8,409,283,306,24,25,61.0,14.0,9.0,33,6,10.16666667,Donor,dev,32,0.009779951100244499,0.019559902200488997,15.25,0.7261904764285714,2.44,Yes_1,No_No_Yes_No_Yes,24+
577,No,No,No,Yes,No,1,6,Yes,8,1219,549,612,8,26,40.0,20.0,20.0,36,18,20.0,Donor,train,48,0.004922067268252666,0.006562756357670222,6.666666666666667,1.0,1.5384615384615385,No_1,No_No_No_Yes_Yes,24+
578,Yes,No,No,No,Yes,1,4,No,8,571,228,287,31,29,30.0,6.0,5.0,31,3,5.0,Donor,dev,32,0.0070052539404553416,0.014010507880910683,7.5,0.8333333333333334,1.0344827586206897,Yes_1,Yes_No_No_No_No,24+
579,No,No,No,Yes,Yes,3,4,Yes,6,2433,451,475,6,61,93.0,8.0,7.0,36,10,5.8125,Donor,train,24,0.0016440608302507192,0.002466091245376079,23.25,0.7265625,1.5245901639344261,Yes_3,No_No_No_Yes_Yes,24+
580,No,No,Yes,No,Yes,1,1,No,4,927,446,442,8,56,86.0,10.0,10.0,37,7,6.615384615,No Donor,train,4,0.0010787486515641855,0.004314994606256742,86.0,0.6615384615,1.5357142857142858,Yes_1,No_No_Yes_No_No,24+
581,Yes,No,No,No,Yes,1,4,Yes,3,835,289,335,19,73,158.0,12.0,10.0,37,9,8.777777778,Donor,train,12,0.004790419161676647,0.003592814371257485,39.5,0.7314814815,2.164383561643836,Yes_1,Yes_No_No_No_Yes,24+
582,No,No,No,Yes,Yes,1,5,Yes,8,1244,283,351,19,60,86.0,10.0,10.0,30,7,5.733333333,No Donor,train,40,0.0040192926045016075,0.006430868167202572,17.2,0.5733333333,1.4333333333333333,Yes_1,No_No_No_Yes_Yes,24+
583,No,No,Yes,No,Yes,1,2,Yes,7,668,277,283,40,41,54.0,11.0,3.0,28,11,7.714285714,No Donor,train,14,0.0029940119760479044,0.010479041916167664,27.0,0.7012987012727273,1.3170731707317074,Yes_1,No_No_Yes_No_Yes,24+
584,No,Yes,No,No,Yes,1,4,Yes,8,482,242,275,28,38,73.0,10.0,10.0,31,3,7.3,Donor,train,32,0.008298755186721992,0.016597510373443983,18.25,0.73,1.9210526315789473,Yes_1,No_Yes_No_No_Yes,24+
585,No,No,Yes,No,Yes,1,2,No,3,596,279,353,21,68,94.0,7.0,5.0,29,2,4.7,Donor,train,6,0.003355704697986577,0.0050335570469798654,47.0,0.6714285714285715,1.3823529411764706,Yes_1,No_No_Yes_No_No,24+
586,Yes,No,No,No,Yes,1,2,Yes,0,470,212,264,34,58,86.0,15.0,15.0,28,3,10.75,No Donor,train,0,0.00425531914893617,0.0,43.0,0.7166666666666667,1.4827586206896552,Yes_1,Yes_No_No_No_Yes,24+
587,No,Yes,No,No,Yes,1,5,No,9,1598,659,738,3,45,102.0,24.0,24.0,33,18,14.57142857,No Donor,dev,45,0.0031289111389236545,0.005632040050062578,20.4,0.6071428570833334,2.2666666666666666,Yes_1,No_Yes_No_No_No,24+
588,No,No,Yes,No,Yes,1,4,No,8,0,0,0,0,17,25.0,25.0,25.0,37,5,25.0,No Donor,train,32,inf,inf,6.25,1.0,1.4705882352941178,Yes_1,No_No_Yes_No_No,24+
589,No,No,Yes,No,No,1,3,Yes,8,537,248,307,29,26,92.0,25.0,15.0,31,1,15.33333333,Donor,train,24,0.00558659217877095,0.0148975791433892,30.666666666666668,0.6133333332,3.5384615384615383,No_1,No_No_Yes_No_Yes,24+
590,No,No,Yes,No,No,1,3,Yes,2,402,269,310,26,74,129.0,20.0,20.0,27,3,10.75,No Donor,train,6,0.007462686567164179,0.004975124378109453,43.0,0.5375,1.7432432432432432,No_1,No_No_Yes_No_Yes,24+
591,No,No,Yes,No,Yes,1,4,No,5,847,574,580,10,34,59.0,9.0,7.0,28,16,6.555555556,No Donor,train,20,0.004722550177095631,0.0059031877213695395,14.75,0.7283950617777778,1.7352941176470589,Yes_1,No_No_Yes_No_No,24+
592,No,No,Yes,No,No,1,6,Yes,2,461,222,258,34,48,69.0,15.0,15.0,34,8,11.5,No Donor,train,12,0.013015184381778741,0.004338394793926247,11.5,0.7666666666666667,1.4375,No_1,No_No_Yes_No_Yes,24+
593,No,No,No,Yes,Yes,1,5,Yes,8,928,429,449,7,24,45.0,25.0,25.0,33,9,22.5,Donor,train,40,0.005387931034482759,0.008620689655172414,9.0,0.9,1.875,Yes_1,No_No_No_Yes_Yes,24+
594,No,No,No,Yes,Yes,1,4,Yes,6,468,218,264,29,89,281.0,40.0,40.0,28,3,10.40740741,Donor,train,24,0.008547008547008548,0.01282051282051282,70.25,0.26018518525,3.157303370786517,Yes_1,No_No_No_Yes_Yes,24+
595,Yes,No,No,No,Yes,1,5,Yes,0,286,150,163,50,74,327.0,10.0,10.0,31,14,7.604651163,Donor,train,0,0.017482517482517484,0.0,65.4,0.7604651163,4.418918918918919,Yes_1,Yes_No_No_No_Yes,24+
596,No,No,Yes,No,Yes,2,3,Yes,3,444,233,247,8,45,50.0,15.0,15.0,29,44,10.0,Donor,train,9,0.006756756756756757,0.006756756756756757,16.666666666666668,0.6666666666666666,1.1111111111111112,Yes_2,No_No_Yes_No_Yes,24+
597,No,No,Yes,No,Yes,1,5,Yes,8,1732,603,653,0,13,20.0,20.0,20.0,36,5,20.0,Donor,train,40,0.002886836027713626,0.004618937644341801,4.0,1.0,1.5384615384615385,Yes_1,No_No_Yes_No_Yes,24+
598,No,No,No,Yes,No,1,4,No,3,698,267,292,15,42,90.0,20.0,20.0,37,3,15.0,No Donor,train,12,0.0057306590257879654,0.004297994269340974,22.5,0.75,2.142857142857143,No_1,No_No_No_Yes_No,24+
599,No,No,Yes,No,Yes,1,4,Yes,8,1316,541,604,10,62,185.0,20.0,20.0,32,4,15.41666667,No Donor,dev,32,0.00303951367781155,0.0060790273556231,46.25,0.7708333334999999,2.9838709677419355,Yes_1,No_No_Yes_No_Yes,24+
600,No,No,Yes,No,No,1,3,Yes,8,4345,285,378,26,25,40.0,10.0,10.0,28,4,10.0,Donor,dev,24,0.0006904487917146145,0.0018411967779056386,13.333333333333334,1.0,1.6,No_1,No_No_Yes_No_Yes,24+
601,No,No,No,Yes,Yes,1,4,No,9,2413,613,658,2,56,94.0,23.0,23.0,29,8,11.75,No Donor,train,36,0.0016576875259013675,0.0037297969332780773,23.5,0.5108695652173914,1.6785714285714286,Yes_1,No_No_No_Yes_No,24+
602,Yes,No,No,No,Yes,1,4,Yes,8,662,358,377,3,46,58.0,10.0,7.0,30,4,4.833333333,No Donor,train,32,0.006042296072507553,0.012084592145015106,14.5,0.48333333329999995,1.2608695652173914,Yes_1,Yes_No_No_No_Yes,24+
603,No,No,No,Yes,Yes,1,5,Yes,8,1163,431,483,9,15,25.0,25.0,25.0,33,5,25.0,Donor,train,40,0.004299226139294927,0.006878761822871883,5.0,1.0,1.6666666666666667,Yes_1,No_No_No_Yes_Yes,24+
604,Yes,No,No,No,Yes,1,3,No,4,543,282,335,14,77,213.0,7.0,5.0,32,2,5.071428571,Donor,dev,12,0.0055248618784530384,0.007366482504604052,71.0,0.7244897958571429,2.7662337662337664,Yes_1,Yes_No_No_No_No,24+
605,Yes,No,No,No,Yes,1,5,No,9,975,569,635,3,43,55.0,11.0,10.0,32,6,9.166666667,No Donor,train,45,0.005128205128205128,0.009230769230769232,11.0,0.8333333333636364,1.2790697674418605,Yes_1,Yes_No_No_No_No,24+
606,No,No,Yes,No,Yes,1,5,Yes,4,420,141,253,54,75,172.0,20.0,20.0,32,12,10.75,Donor,train,20,0.011904761904761904,0.009523809523809525,34.4,0.5375,2.2933333333333334,Yes_1,No_No_Yes_No_Yes,24+
607,No,No,Yes,No,No,1,2,No,8,649,380,398,10,25,33.0,12.0,3.0,37,2,6.6,Donor,train,16,0.0030816640986132513,0.012326656394453005,16.5,0.5499999999999999,1.32,No_1,No_No_Yes_No_No,24+
608,No,Yes,No,No,Yes,1,5,Yes,8,772,505,544,0,26,39.0,10.0,9.0,31,4,7.8,Donor,train,40,0.006476683937823834,0.010362694300518135,7.8,0.78,1.5,Yes_1,No_Yes_No_No_Yes,24+
609,No,No,No,Yes,Yes,1,4,No,1,2070,533,559,5,58,340.0,16.0,5.0,31,2,11.72413793,Donor,dev,4,0.001932367149758454,0.0004830917874396135,85.0,0.732758620625,5.862068965517241,Yes_1,No_No_No_Yes_No,24+
610,No,No,No,Yes,Yes,1,6,No,7,1891,534,525,9,90,331.0,25.0,25.0,23,11,19.47058824,Donor,train,42,0.0031729243786356425,0.0037017451084082496,55.166666666666664,0.7788235296,3.6777777777777776,Yes_1,No_No_No_Yes_No,13-24
611,No,No,No,Yes,Yes,1,4,Yes,0,443,146,192,54,54,110.0,15.0,12.0,37,9,10.0,No Donor,train,0,0.009029345372460496,0.0,27.5,0.6666666666666666,2.037037037037037,Yes_1,No_No_No_Yes_Yes,24+
612,No,No,No,Yes,No,1,2,Yes,1,659,206,250,32,84,291.0,15.0,8.0,32,0,8.818181818,Donor,train,2,0.0030349013657056147,0.0015174506828528073,145.5,0.5878787878666666,3.4642857142857144,No_1,No_No_No_Yes_Yes,24+
613,No,No,No,Yes,Yes,1,6,No,8,713,288,339,19,33,118.0,53.0,10.0,30,4,23.6,No Donor,train,48,0.008415147265077139,0.011220196353436185,19.666666666666668,0.44528301886792454,3.5757575757575757,Yes_1,No_No_No_Yes_No,24+
614,No,No,No,Yes,Yes,1,6,No,0,1213,401,449,16,40,186.0,31.0,31.0,31,6,26.57142857,Donor,dev,0,0.00494641384995878,0.0,31.0,0.8571428570967742,4.65,Yes_1,No_No_No_Yes_No,24+
615,No,No,No,Yes,Yes,1,4,No,8,956,494,529,2,38,80.0,15.0,10.0,35,8,7.272727273,Donor,train,32,0.0041841004184100415,0.008368200836820083,20.0,0.48484848486666665,2.1052631578947367,Yes_1,No_No_No_Yes_No,24+
616,No,No,No,Yes,Yes,1,4,No,8,1479,436,463,11,23,27.0,15.0,7.0,34,7,9.0,No Donor,train,32,0.002704530087897228,0.005409060175794456,6.75,0.6,1.173913043478261,Yes_1,No_No_No_Yes_No,24+
617,Yes,No,No,No,No,1,2,No,3,626,299,314,22,86,158.0,15.0,15.0,20,7,9.294117647,No Donor,dev,6,0.003194888178913738,0.004792332268370607,79.0,0.6196078431333334,1.8372093023255813,No_1,Yes_No_No_No_No,13-24
618,No,Yes,No,No,Yes,1,5,Yes,8,998,578,545,2,21,30.0,10.0,5.0,28,6,7.5,Donor,train,40,0.00501002004008016,0.008016032064128256,6.0,0.75,1.4285714285714286,Yes_1,No_Yes_No_No_Yes,24+
619,No,Yes,No,No,Yes,1,2,Yes,8,696,219,267,31,72,87.25,7.0,7.0,30,4,4.592105263,Donor,dev,16,0.0028735632183908046,0.011494252873563218,43.625,0.6560150375714285,1.2118055555555556,Yes_1,No_Yes_No_No_Yes,24+
620,No,Yes,No,No,Yes,1,4,No,3,992,321,388,20,104,226.0,11.0,10.0,31,6,7.533333333,No Donor,train,12,0.004032258064516129,0.0030241935483870967,56.5,0.6848484848181818,2.173076923076923,Yes_1,No_Yes_No_No_No,24+
621,No,Yes,No,No,Yes,1,4,No,5,461,310,323,17,62,104.0,7.0,5.0,32,1,2.971428571,Donor,train,20,0.008676789587852495,0.010845986984815618,26.0,0.42448979585714286,1.6774193548387097,Yes_1,No_Yes_No_No_No,24+
622,No,No,No,Yes,No,1,4,Yes,8,564,202,317,45,35,82.0,20.0,12.0,31,6,13.66666667,Donor,train,32,0.0070921985815602835,0.014184397163120567,20.5,0.6833333335,2.342857142857143,No_1,No_No_No_Yes_Yes,24+
623,No,No,No,Yes,Yes,1,6,Yes,8,2658,621,665,3,76,414.0,20.0,15.0,37,5,11.18918919,Donor,dev,48,0.002257336343115124,0.0030097817908201654,69.0,0.5594594595,5.447368421052632,Yes_1,No_No_No_Yes_Yes,24+
624,No,No,Yes,No,Yes,1,5,Yes,8,681,365,389,7,72,195.0,11.0,10.0,29,9,7.222222222,No Donor,train,40,0.007342143906020558,0.011747430249632892,39.0,0.6565656565454545,2.7083333333333335,Yes_1,No_No_Yes_No_Yes,24+
625,No,No,No,Yes,Yes,1,4,Yes,9,916,395,449,10,93,246.0,14.0,14.0,33,9,8.785714286,Donor,train,36,0.004366812227074236,0.009825327510917031,61.5,0.6275510204285714,2.6451612903225805,Yes_1,No_No_No_Yes_Yes,24+
626,No,No,No,Yes,No,1,1,Yes,0,0,147,186,52,71,99.0,6.0,5.0,31,5,4.5,Donor,train,0,inf,,99.0,0.75,1.3943661971830985,No_1,No_No_No_Yes_Yes,24+
627,No,No,Yes,No,Yes,1,4,No,8,1133,390,437,17,22,30.0,30.0,30.0,37,5,30.0,Donor,train,32,0.00353045013239188,0.00706090026478376,7.5,1.0,1.3636363636363635,Yes_1,No_No_Yes_No_No,24+
628,Yes,No,No,No,Yes,1,4,No,1,389,222,251,29,46,107.0,20.0,10.0,33,10,8.230769231,Donor,dev,4,0.010282776349614395,0.002570694087403599,26.75,0.41153846155,2.3260869565217392,Yes_1,Yes_No_No_No_No,24+
629,No,No,No,Yes,Yes,1,5,No,7,1300,454,447,3,68,147.0,12.0,10.0,29,1,9.1875,Donor,dev,35,0.0038461538461538464,0.005384615384615384,29.4,0.765625,2.161764705882353,Yes_1,No_No_No_Yes_No,24+
630,Yes,No,No,No,No,1,3,Yes,8,564,312,352,14,55,78.0,7.0,7.0,30,1,4.875,No Donor,train,24,0.005319148936170213,0.014184397163120567,26.0,0.6964285714285714,1.4181818181818182,No_1,Yes_No_No_No_Yes,24+
631,No,No,No,Yes,Yes,1,4,Yes,8,1043,246,303,24,17,20.0,20.0,20.0,37,5,20.0,Donor,train,32,0.003835091083413231,0.007670182166826462,5.0,1.0,1.1764705882352942,Yes_1,No_No_No_Yes_Yes,24+
632,No,Yes,No,No,Yes,1,5,No,9,1445,686,703,3,95,333.0,25.0,20.0,25,2,15.13636364,No Donor,train,45,0.0034602076124567475,0.006228373702422145,66.6,0.6054545456,3.5052631578947366,Yes_1,No_Yes_No_No_No,24+
633,No,Yes,No,No,Yes,1,2,Yes,8,453,324,347,21,28,58.0,15.0,15.0,31,5,11.6,Donor,dev,16,0.004415011037527594,0.017660044150110375,29.0,0.7733333333333333,2.0714285714285716,Yes_1,No_Yes_No_No_Yes,24+
634,No,No,No,Yes,Yes,1,4,No,8,605,338,379,15,25,35.0,7.0,7.0,31,2,5.833333333,No Donor,train,32,0.006611570247933884,0.013223140495867768,8.75,0.8333333332857142,1.4,Yes_1,No_No_No_Yes_No,24+
635,No,No,Yes,No,Yes,1,2,Yes,8,749,357,400,19,24,65.0,25.0,25.0,30,3,21.66666667,No Donor,dev,16,0.0026702269692923898,0.010680907877169559,32.5,0.8666666668,2.7083333333333335,Yes_1,No_No_Yes_No_Yes,24+
